"Date","Price","Open","High","Low","Vol.","Change %"
"11/25/2019","879.87","873.72","880.22","873.72","","1.02%"
"11/22/2019","871.00","867.57","874.14","867.57","","0.44%"
"11/21/2019","867.19","869.10","869.10","862.45","","-0.38%"
"11/20/2019","870.53","872.33","872.33","866.15","","-0.42%"
"11/19/2019","874.17","875.63","882.21","872.64","","-0.11%"
"11/18/2019","875.17","875.93","877.69","872.36","","0.00%"
"11/15/2019","875.21","873.43","876.71","869.76","","0.40%"
"11/14/2019","871.70","874.49","875.13","871.63","","-0.32%"
"11/13/2019","874.54","876.05","876.05","869.50","","-0.25%"
"11/12/2019","876.75","873.88","878.33","873.07","","0.38%"
"11/11/2019","873.39","872.50","874.05","868.49","","-0.02%"
"11/08/2019","873.54","874.84","875.00","871.48","","-0.28%"
"11/07/2019","875.96","873.40","876.78","873.40","","0.39%"
"11/06/2019","872.56","870.27","872.89","868.19","","0.21%"
"11/05/2019","870.72","869.26","871.62","867.68","","0.21%"
"11/04/2019","868.92","861.89","870.17","861.89","","1.00%"
"11/01/2019","860.32","855.82","861.24","855.82","","0.68%"
"10/31/2019","854.55","859.71","861.28","852.35","","-0.47%"
"10/30/2019","858.62","857.11","858.62","853.88","","0.10%"
"10/29/2019","857.78","858.90","858.90","854.51","","-0.15%"
"10/28/2019","859.10","857.08","860.80","855.18","","0.25%"
"10/25/2019","856.99","855.23","857.01","851.93","","0.16%"
"10/24/2019","855.60","851.63","856.48","851.63","","0.60%"
"10/23/2019","850.50","847.39","851.05","845.72","","0.11%"
"10/22/2019","849.53","848.49","850.04","845.23","","0.09%"
"10/21/2019","848.74","844.18","849.82","843.78","","0.61%"
"10/18/2019","843.61","845.69","847.09","842.49","","-0.32%"
"10/17/2019","846.28","845.97","854.41","844.45","","-0.09%"
"10/16/2019","847.02","847.87","849.48","844.43","","-0.14%"
"10/15/2019","848.24","840.79","850.50","840.79","","1.11%"
"10/14/2019","838.91","841.32","841.32","833.33","","-0.49%"
"10/11/2019","843.05","826.97","843.05","826.03","","2.32%"
"10/10/2019","823.93","819.04","825.63","814.08","","0.68%"
"10/09/2019","818.34","814.41","821.47","813.26","","0.42%"
"10/08/2019","814.91","824.60","825.26","814.31","","-1.10%"
"10/07/2019","823.97","817.97","824.39","816.71","","0.71%"
"10/04/2019","818.16","812.53","818.16","810.62","","0.73%"
"10/03/2019","812.23","811.37","814.31","806.21","","0.01%"
"10/02/2019","812.13","834.04","834.04","812.13","","-2.70%"
"10/01/2019","834.64","846.17","849.06","834.22","","-1.31%"
"09/30/2019","845.73","842.48","846.63","841.20","","0.35%"
"09/27/2019","842.79","839.74","844.31","839.74","","0.49%"
"09/26/2019","838.72","832.43","840.41","832.18","","0.61%"
"09/25/2019","833.61","836.94","836.94","826.27","","-0.58%"
"09/24/2019","838.44","839.57","840.85","838.01","","0.01%"
"09/23/2019","838.35","843.95","843.99","836.00","","-0.79%"
"09/20/2019","845.04","844.78","846.59","842.79","","0.29%"
"09/19/2019","842.57","837.28","843.05","836.34","","0.62%"
"09/18/2019","837.40","836.58","839.02","835.68","","0.03%"
"09/17/2019","837.17","837.39","838.01","833.57","","-0.05%"
"09/16/2019","837.59","841.05","841.05","836.73","","-0.58%"
"09/13/2019","842.44","839.22","843.52","838.44","","0.33%"
"09/12/2019","839.63","838.44","844.49","834.57","","0.20%"
"09/11/2019","837.96","831.26","838.20","831.26","","0.85%"
"09/10/2019","830.92","830.16","831.00","825.22","","0.10%"
"09/09/2019","830.10","832.37","834.10","828.78","","-0.28%"
"09/06/2019","832.43","829.97","832.43","828.60","","0.32%"
"09/05/2019","829.79","825.13","830.20","825.13","","0.76%"
"09/04/2019","823.56","818.57","826.19","818.57","","0.89%"
"09/03/2019","816.32","817.58","817.58","812.75","","-0.23%"
"09/02/2019","818.20","816.47","821.22","816.47","","0.32%"
"08/30/2019","815.58","809.75","817.95","809.75","","0.73%"
"08/29/2019","809.64","800.33","810.56","799.31","","1.05%"
"08/28/2019","801.25","802.60","802.60","794.81","","-0.21%"
"08/27/2019","802.90","798.06","804.51","795.24","","0.63%"
"08/26/2019","797.85","796.32","799.88","793.12","","-0.02%"
"08/23/2019","798.02","805.63","809.12","798.02","","-0.78%"
"08/22/2019","804.29","806.51","809.44","802.44","","-0.38%"
"08/21/2019","807.35","798.35","808.57","798.35","","1.21%"
"08/20/2019","797.68","803.21","806.01","797.17","","-0.68%"
"08/19/2019","803.18","795.82","803.85","795.82","","1.15%"
"08/16/2019","794.04","784.76","794.74","784.76","","1.25%"
"08/15/2019","784.25","786.80","788.42","775.61","","-0.22%"
"08/14/2019","785.99","800.09","800.23","783.41","","-1.67%"
"08/13/2019","799.37","794.47","803.26","788.14","","0.54%"
"08/12/2019","795.06","798.67","805.67","794.35","","-0.31%"
"08/09/2019","797.54","804.33","804.85","796.57","","-0.83%"
"08/08/2019","804.25","794.17","804.25","794.17","","1.79%"
"08/07/2019","790.07","788.97","796.73","784.49","","0.24%"
"08/06/2019","788.17","791.08","797.31","787.85","","-0.46%"
"08/05/2019","791.85","807.53","807.53","790.19","","-2.30%"
"08/02/2019","810.46","826.67","826.67","808.65","","-2.46%"
"08/01/2019","830.87","824.98","831.40","823.85","","0.50%"
"07/31/2019","826.74","825.00","827.97","823.96","","0.17%"
"07/30/2019","825.31","836.68","837.28","823.91","","-1.46%"
"07/29/2019","837.58","836.58","841.26","835.28","","0.03%"
"07/26/2019","837.30","834.18","838.15","833.73","","0.31%"
"07/25/2019","834.70","840.18","846.66","830.68","","-0.55%"
"07/24/2019","839.30","838.95","839.99","836.37","","0.05%"
"07/23/2019","838.89","831.91","840.94","831.91","","0.98%"
"07/22/2019","830.76","829.49","832.47","828.39","","0.14%"
"07/19/2019","829.63","829.57","834.35","827.35","","0.12%"
"07/18/2019","828.64","829.27","831.38","824.84","","-0.22%"
"07/17/2019","830.48","832.97","834.85","829.48","","-0.37%"
"07/16/2019","833.56","830.26","834.87","829.49","","0.35%"
"07/15/2019","830.68","828.69","832.78","826.32","","0.23%"
"07/12/2019","828.76","828.48","830.63","827.76","","0.04%"
"07/11/2019","828.42","830.88","832.59","827.50","","-0.11%"
"07/10/2019","829.37","830.54","834.12","828.59","","-0.20%"
"07/09/2019","831.01","833.90","833.90","827.89","","-0.50%"
"07/08/2019","835.21","835.45","837.37","833.43","","-0.05%"
"07/05/2019","835.63","841.61","841.63","833.45","","-0.72%"
"07/04/2019","841.69","841.09","842.69","840.61","","0.11%"
"07/03/2019","840.79","833.89","840.98","833.89","","0.85%"
"07/02/2019","833.68","831.66","834.53","830.65","","0.37%"
"07/01/2019","830.62","825.20","835.15","825.20","","0.78%"
"06/28/2019","824.16","818.33","824.67","818.29","","0.70%"
"06/27/2019","818.43","818.23","821.32","815.24","","0.03%"
"06/26/2019","818.18","819.83","822.68","817.53","","-0.31%"
"06/25/2019","820.75","821.46","821.67","818.59","","-0.10%"
"06/24/2019","821.55","823.31","826.02","820.67","","-0.24%"
"06/21/2019","823.52","826.51","828.46","822.06","","-0.36%"
"06/20/2019","826.50","824.88","830.17","824.88","","0.37%"
"06/19/2019","823.45","823.58","823.99","820.81","","0.00%"
"06/18/2019","823.43","809.38","824.82","806.20","","1.69%"
"06/17/2019","809.76","810.56","812.40","808.25","","-0.08%"
"06/14/2019","810.43","812.96","812.96","807.44","","-0.40%"
"06/13/2019","813.68","811.60","815.97","810.22","","0.18%"
"06/12/2019","812.23","812.48","813.19","809.25","","-0.30%"
"06/11/2019","814.69","809.67","817.21","809.67","","0.71%"
"06/10/2019","808.98","807.61","810.48","807.61","","0.22%"
"06/07/2019","807.23","800.32","809.17","800.32","","0.93%"
"06/06/2019","799.80","799.88","805.65","797.94","","0.00%"
"06/05/2019","799.76","796.94","801.52","796.46","","0.38%"
"06/04/2019","796.73","790.79","798.18","786.34","","0.60%"
"06/03/2019","792.00","788.36","792.00","781.91","","0.39%"
"05/31/2019","788.92","794.15","794.15","783.74","","-0.79%"
"05/30/2019","795.24","792.59","796.56","792.59","","0.45%"
"05/29/2019","791.70","801.87","831.11","790.41","","-1.40%"
"05/28/2019","802.93","805.23","806.57","800.54","","-0.21%"
"05/27/2019","804.66","803.93","808.57","803.92","","0.25%"
"05/24/2019","802.67","798.42","805.30","798.42","","0.58%"
"05/23/2019","798.08","807.90","807.90","797.05","","-1.38%"
"05/22/2019","809.24","808.67","811.75","804.38","","-0.08%"
"05/21/2019","809.86","805.42","811.45","805.42","","0.57%"
"05/20/2019","805.27","813.09","814.72","802.04","","-0.97%"
"05/17/2019","813.15","814.93","814.93","808.38","","-0.33%"
"05/16/2019","815.82","804.30","815.82","801.94","","1.37%"
"05/15/2019","804.77","801.23","804.77","795.69","","0.48%"
"05/14/2019","800.95","793.15","800.95","793.15","","1.02%"
"05/13/2019","792.85","802.83","802.96","791.14","","-1.20%"
"05/10/2019","802.45","801.41","807.68","800.67","","0.34%"
"05/09/2019","799.73","811.00","811.00","798.80","","-1.54%"
"05/08/2019","812.25","810.44","813.25","807.27","","0.17%"
"05/07/2019","810.85","822.04","824.04","809.71","","-1.34%"
"05/06/2019","821.88","826.38","826.38","815.99","","-0.81%"
"05/03/2019","828.58","825.97","830.10","825.30","","0.41%"
"05/02/2019","825.21","828.60","829.01","824.92","","-0.50%"
"05/01/2019","829.35","830.13","830.81","829.14","","-0.07%"
"04/30/2019","829.89","828.85","829.89","826.89","","0.03%"
"04/29/2019","829.64","828.66","831.19","826.07","","0.13%"
"04/26/2019","828.54","826.79","828.71","824.79","","0.25%"
"04/25/2019","826.45","827.74","827.98","823.69","","-0.15%"
"04/24/2019","827.70","827.93","830.34","826.31","","-0.09%"
"04/23/2019","828.45","825.26","828.86","824.08","","0.27%"
"04/18/2019","826.19","823.86","827.48","821.32","","0.24%"
"04/17/2019","824.18","823.23","825.76","821.35","","0.10%"
"04/16/2019","823.34","820.74","824.22","820.74","","0.29%"
"04/15/2019","820.96","818.86","821.99","818.86","","0.21%"
"04/12/2019","819.22","816.61","819.61","815.58","","0.18%"
"04/11/2019","817.74","816.52","819.59","813.55","","0.10%"
"04/10/2019","816.90","815.08","817.86","814.85","","0.27%"
"04/09/2019","814.68","818.77","821.91","813.98","","-0.46%"
"04/08/2019","818.48","820.49","820.57","817.07","","-0.17%"
"04/05/2019","819.90","819.03","821.41","818.45","","0.12%"
"04/04/2019","818.88","820.17","820.53","817.43","","-0.21%"
"04/03/2019","820.64","814.64","820.64","814.64","","1.01%"
"04/02/2019","812.40","808.50","813.76","808.50","","0.36%"
"04/01/2019","809.50","801.17","809.76","801.17","","1.21%"
"03/29/2019","799.81","794.83","800.77","794.83","","0.66%"
"03/28/2019","794.54","795.14","798.71","794.12","","-0.08%"
"03/27/2019","795.21","795.66","800.06","791.84","","0.04%"
"03/26/2019","794.87","789.89","796.29","788.36","","0.77%"
"03/25/2019","788.78","789.82","791.19","785.89","","-0.45%"
"03/22/2019","792.36","803.02","804.55","791.47","","-1.21%"
"03/21/2019","802.08","801.20","803.35","797.42","","-0.01%"
"03/20/2019","802.17","808.12","808.20","802.17","","-0.90%"
"03/19/2019","809.44","805.48","811.62","805.27","","0.59%"
"03/18/2019","804.68","802.79","804.84","802.79","","0.27%"
"03/15/2019","802.52","796.45","803.30","796.45","","0.68%"
"03/14/2019","797.07","791.36","798.23","791.36","","0.80%"
"03/13/2019","790.78","785.36","790.79","784.89","","0.63%"
"03/12/2019","785.84","788.77","789.94","783.98","","-0.06%"
"03/11/2019","786.29","781.06","786.62","780.85","","0.78%"
"03/08/2019","780.18","784.46","784.46","778.47","","-0.89%"
"03/07/2019","787.16","789.40","792.33","783.97","","-0.33%"
"03/06/2019","789.74","789.95","792.63","788.69","","-0.04%"
"03/05/2019","790.06","788.50","791.07","786.01","","0.15%"
"03/04/2019","788.91","788.79","791.48","788.79","","0.28%"
"03/01/2019","786.69","785.11","789.70","785.11","","0.39%"
"02/28/2019","783.67","780.27","784.48","778.77","","0.11%"
"02/27/2019","782.79","783.60","783.81","780.01","","-0.28%"
"02/26/2019","784.97","781.61","785.96","777.92","","0.39%"
"02/25/2019","781.90","781.32","784.02","780.61","","0.25%"
"02/22/2019","779.92","777.89","781.32","777.06","","0.22%"
"02/21/2019","778.17","779.65","780.92","776.20","","-0.21%"
"02/20/2019","779.79","775.43","780.31","775.18","","0.68%"
"02/19/2019","774.56","775.47","776.77","771.17","","-0.22%"
"02/18/2019","776.24","774.40","777.01","773.89","","0.23%"
"02/15/2019","774.48","763.75","775.17","762.50","","1.41%"
"02/14/2019","763.68","767.08","770.53","763.00","","-0.27%"
"02/13/2019","765.71","762.07","767.49","762.07","","0.61%"
"02/12/2019","761.10","759.59","762.98","759.59","","0.46%"
"02/11/2019","757.60","752.88","759.10","752.88","","0.85%"
"02/08/2019","751.20","754.74","756.87","749.73","","-0.56%"
"02/07/2019","755.41","765.17","766.27","755.41","","-1.49%"
"02/06/2019","766.82","765.43","767.65","763.91","","0.15%"
"02/05/2019","765.70","755.10","765.70","755.10","","1.41%"
"02/04/2019","755.06","754.80","755.65","751.62","","0.06%"
"02/01/2019","754.62","753.17","755.29","749.59","","0.29%"
"01/31/2019","752.44","752.45","756.29","747.36","","0.08%"
"01/30/2019","751.85","748.10","752.96","747.93","","0.37%"
"01/29/2019","749.07","743.25","752.16","742.71","","0.80%"
"01/28/2019","743.10","748.62","749.14","742.37","","-0.97%"
"01/25/2019","750.36","749.18","752.29","749.18","","0.61%"
"01/24/2019","745.81","744.52","747.83","741.96","","0.22%"
"01/23/2019","744.16","743.32","748.29","740.13","","-0.06%"
"01/22/2019","744.57","745.42","747.55","741.75","","-0.36%"
"01/21/2019","747.23","747.29","747.37","745.59","","-0.18%"
"01/18/2019","748.59","737.95","749.08","737.95","","1.80%"
"01/17/2019","735.34","733.20","736.05","730.23","","0.05%"
"01/16/2019","734.95","733.54","735.67","731.24","","0.54%"
"01/15/2019","731.01","730.06","734.99","727.65","","0.35%"
"01/14/2019","728.45","730.06","730.06","725.00","","-0.48%"
"01/11/2019","732.00","731.64","734.05","728.95","","0.09%"
"01/10/2019","731.33","727.53","731.41","722.85","","0.34%"
"01/09/2019","728.85","727.10","733.27","726.94","","0.54%"
"01/08/2019","724.91","718.91","729.54","718.91","","0.87%"
"01/07/2019","718.67","721.10","722.60","715.53","","-0.14%"
"01/04/2019","719.71","703.15","720.81","703.15","","2.83%"
"01/03/2019","699.89","703.48","705.87","699.02","","-0.97%"
"01/02/2019","706.75","703.93","708.06","695.43","","-0.13%"
"12/31/2018","707.68","705.76","708.25","705.33","","0.42%"
"12/28/2018","704.70","692.84","706.15","692.84","","2.02%"
"12/27/2018","690.74","704.69","706.41","686.05","","-1.66%"
"12/24/2018","702.43","704.51","704.51","701.02","","-0.42%"
"12/21/2018","705.36","704.27","706.16","697.98","","0.03%"
"12/20/2018","705.16","711.19","711.19","702.71","","-1.45%"
"12/19/2018","715.50","713.20","717.54","713.20","","0.31%"
"12/18/2018","713.27","717.90","718.77","713.27","","-0.79%"
"12/17/2018","718.96","726.24","726.24","717.28","","-1.13%"
"12/14/2018","727.18","729.24","729.38","721.60","","-0.63%"
"12/13/2018","731.80","733.30","735.76","730.35","","-0.16%"
"12/12/2018","732.99","721.37","734.77","721.37","","1.69%"
"12/11/2018","720.80","713.42","726.32","713.42","","1.53%"
"12/10/2018","709.93","720.73","720.73","709.51","","-1.87%"
"12/07/2018","723.47","721.03","731.31","721.03","","0.63%"
"12/06/2018","718.97","738.41","738.41","717.01","","-3.09%"
"12/05/2018","741.87","748.41","748.41","741.30","","-1.16%"
"12/04/2018","750.58","755.38","755.92","750.42","","-0.75%"
"12/03/2018","756.25","752.86","764.02","752.86","","1.03%"
"11/30/2018","748.52","750.04","750.42","745.43","","-0.17%"
"11/29/2018","749.78","749.79","753.91","747.67","","0.20%"
"11/28/2018","748.26","749.56","752.04","747.65","","0.00%"
"11/27/2018","748.25","749.76","751.29","744.54","","-0.25%"
"11/26/2018","750.15","743.23","751.15","743.23","","1.23%"
"11/23/2018","741.05","737.88","741.51","735.57","","0.40%"
"11/22/2018","738.09","742.29","742.29","736.20","","-0.67%"
"11/21/2018","743.05","736.33","743.47","736.30","","1.15%"
"11/20/2018","734.63","741.43","741.43","730.93","","-1.14%"
"11/19/2018","743.10","749.66","753.90","742.88","","-0.72%"
"11/16/2018","748.50","750.98","756.22","744.16","","-0.20%"
"11/15/2018","750.00","758.10","761.68","744.93","","-1.02%"
"11/14/2018","757.76","760.08","764.42","752.84","","-0.59%"
"11/13/2018","762.29","758.70","764.00","756.59","","0.67%"
"11/12/2018","757.23","766.34","769.31","757.22","","-1.01%"
"11/09/2018","764.97","766.31","766.31","761.03","","-0.36%"
"11/08/2018","767.76","768.30","772.02","766.67","","0.21%"
"11/07/2018","766.14","759.67","767.67","759.67","","1.06%"
"11/06/2018","758.10","761.19","762.06","755.75","","-0.26%"
"11/05/2018","760.05","761.65","763.66","759.61","","-0.16%"
"11/02/2018","761.25","763.13","768.68","760.78","","0.27%"
"11/01/2018","759.17","756.34","762.57","755.05","","0.42%"
"10/31/2018","755.99","746.95","758.33","746.95","","1.71%"
"10/30/2018","743.25","743.76","746.10","737.52","","0.00%"
"10/29/2018","743.22","737.23","749.67","737.23","","0.90%"
"10/26/2018","736.59","741.21","741.21","728.44","","-0.77%"
"10/25/2018","742.29","735.75","742.39","730.82","","0.52%"
"10/24/2018","738.47","740.99","749.48","738.31","","-0.22%"
"10/23/2018","740.12","749.29","749.29","738.43","","-1.58%"
"10/22/2018","752.00","756.26","760.56","751.30","","-0.41%"
"10/19/2018","755.13","756.10","758.29","750.45","","-0.12%"
"10/18/2018","756.00","759.79","764.24","755.80","","-0.50%"
"10/17/2018","759.81","763.98","767.81","756.91","","-0.39%"
"10/16/2018","762.82","751.86","762.97","750.94","","1.58%"
"10/15/2018","750.96","749.73","751.72","744.76","","0.10%"
"10/12/2018","750.21","754.09","758.81","750.21","","-0.19%"
"10/11/2018","751.66","761.59","761.59","750.67","","-1.95%"
"10/10/2018","766.63","780.07","780.07","766.63","","-1.60%"
"10/09/2018","779.13","778.39","780.14","771.42","","0.20%"
"10/08/2018","777.61","785.72","785.72","777.10","","-1.11%"
"10/05/2018","786.33","793.46","793.46","786.05","","-0.86%"
"10/04/2018","793.16","801.36","801.36","792.04","","-1.06%"
"10/03/2018","801.62","798.11","803.55","798.11","","0.50%"
"10/02/2018","797.67","800.48","800.48","795.08","","-0.52%"
"10/01/2018","801.84","800.25","803.69","799.33","","0.20%"
"09/28/2018","800.24","806.08","806.08","797.41","","-0.83%"
"09/27/2018","806.93","803.44","807.42","799.26","","0.35%"
"09/26/2018","804.10","802.62","804.16","800.51","","0.30%"
"09/25/2018","801.69","798.24","802.62","798.22","","0.47%"
"09/24/2018","797.93","801.67","801.95","797.19","","-0.55%"
"09/21/2018","802.34","799.07","804.23","799.07","","0.44%"
"09/20/2018","798.86","793.17","799.34","793.04","","0.70%"
"09/19/2018","793.31","791.18","794.43","790.34","","0.34%"
"09/18/2018","790.62","789.48","792.31","787.12","","0.11%"
"09/17/2018","789.75","788.88","790.54","786.87","","0.12%"
"09/14/2018","788.78","787.04","789.59","786.47","","0.35%"
"09/13/2018","786.01","787.31","790.36","785.74","","-0.15%"
"09/12/2018","787.16","784.21","787.91","783.96","","0.47%"
"09/11/2018","783.45","783.98","784.88","779.65","","-0.05%"
"09/10/2018","783.88","780.81","785.85","780.01","","0.47%"
"09/07/2018","780.24","779.86","780.90","776.31","","0.08%"
"09/06/2018","779.62","783.21","785.65","779.57","","-0.55%"
"09/05/2018","783.92","791.01","791.01","783.46","","-1.09%"
"09/04/2018","792.59","799.58","801.33","790.02","","-0.70%"
"09/03/2018","798.17","796.95","798.70","796.28","","0.06%"
"08/31/2018","797.66","803.50","803.50","797.15","","-0.80%"
"08/30/2018","804.11","806.54","806.54","801.07","","-0.31%"
"08/29/2018","806.62","805.18","806.98","802.61","","0.29%"
"08/28/2018","804.29","805.42","807.08","804.16","","-0.03%"
"08/27/2018","804.51","801.39","805.05","801.39","","0.52%"
"08/24/2018","800.32","799.92","802.90","799.06","","0.05%"
"08/23/2018","799.90","801.54","803.93","799.79","","-0.15%"
"08/22/2018","801.11","800.36","803.16","799.55","","-0.03%"
"08/21/2018","801.39","798.39","803.72","797.65","","0.24%"
"08/20/2018","799.44","795.49","801.16","795.49","","0.57%"
"08/17/2018","794.89","795.70","797.04","790.80","","-0.09%"
"08/16/2018","795.62","793.25","796.29","792.32","","0.52%"
"08/15/2018","791.52","802.95","804.37","789.51","","-1.36%"
"08/14/2018","802.40","803.64","807.19","800.50","","0.00%"
"08/13/2018","802.38","803.85","804.05","799.74","","-0.24%"
"08/10/2018","804.35","812.79","812.79","802.49","","-1.07%"
"08/09/2018","813.07","810.89","813.17","808.94","","0.21%"
"08/08/2018","811.35","811.43","813.38","809.67","","-0.21%"
"08/07/2018","813.02","809.60","815.06","809.60","","0.47%"
"08/06/2018","809.20","810.83","812.64","806.98","","-0.12%"
"08/03/2018","810.17","806.36","811.16","805.86","","0.65%"
"08/02/2018","804.92","810.79","810.79","803.44","","-0.80%"
"08/01/2018","811.42","815.52","816.46","810.91","","-0.45%"
"07/31/2018","815.10","813.32","817.35","812.52","","0.18%"
"07/30/2018","813.66","814.17","815.32","812.55","","-0.28%"
"07/27/2018","815.97","812.36","816.24","812.36","","0.40%"
"07/26/2018","812.75","806.75","812.96","806.75","","0.88%"
"07/25/2018","805.65","808.26","808.82","804.47","","-0.26%"
"07/24/2018","807.75","802.59","810.09","802.59","","0.86%"
"07/23/2018","800.88","802.28","802.57","798.21","","-0.18%"
"07/20/2018","802.36","802.38","804.90","796.72","","-0.14%"
"07/19/2018","803.51","805.28","806.30","802.38","","-0.23%"
"07/18/2018","805.35","802.31","806.39","802.31","","0.54%"
"07/17/2018","801.02","799.04","802.01","796.35","","0.24%"
"07/16/2018","799.09","801.49","803.10","797.57","","-0.25%"
"07/13/2018","801.13","800.89","804.24","800.38","","0.17%"
"07/12/2018","799.75","794.97","799.96","793.34","","0.78%"
"07/11/2018","793.55","800.13","800.13","792.89","","-1.26%"
"07/10/2018","803.64","801.38","804.92","800.32","","0.43%"
"07/09/2018","800.19","797.81","801.35","797.81","","0.60%"
"07/06/2018","795.45","794.96","796.59","791.20","","0.20%"
"07/05/2018","793.85","789.95","797.63","789.95","","0.41%"
"07/04/2018","790.61","789.60","791.77","788.44","","0.06%"
"07/03/2018","790.10","784.96","792.53","784.69","","0.82%"
"07/02/2018","783.70","787.51","787.51","780.50","","-0.84%"
"06/29/2018","790.31","786.98","793.98","786.98","","0.81%"
"06/28/2018","783.93","788.41","790.96","780.29","","-0.79%"
"06/27/2018","790.15","784.74","793.90","778.53","","0.73%"
"06/26/2018","784.46","785.64","787.64","783.56","","0.05%"
"06/25/2018","784.05","798.07","798.07","784.04","","-2.07%"
"06/22/2018","800.59","792.33","800.60","792.33","","1.10%"
"06/21/2018","791.91","799.96","802.87","790.46","","-0.87%"
"06/20/2018","798.90","798.21","803.60","798.21","","0.28%"
"06/19/2018","796.66","799.78","799.78","791.71","","-0.70%"
"06/18/2018","802.28","808.17","808.42","799.53","","-0.81%"
"06/15/2018","808.84","817.02","818.88","808.84","","-0.99%"
"06/14/2018","816.96","804.39","818.73","801.32","","1.25%"
"06/13/2018","806.85","806.34","808.69","804.42","","0.19%"
"06/12/2018","805.29","807.73","809.67","804.87","","-0.10%"
"06/11/2018","806.12","800.65","806.74","800.65","","0.75%"
"06/08/2018","800.11","801.11","801.94","795.26","","-0.21%"
"06/07/2018","801.80","804.29","808.30","800.53","","-0.21%"
"06/06/2018","803.45","803.58","805.62","798.71","","0.00%"
"06/05/2018","803.42","805.45","809.93","803.42","","-0.31%"
"06/04/2018","805.91","805.56","808.73","804.96","","0.32%"
"06/01/2018","803.31","795.92","805.82","795.92","","1.01%"
"05/31/2018","795.29","800.18","802.86","793.39","","-0.60%"
"05/30/2018","800.09","796.94","800.09","795.35","","0.31%"
"05/29/2018","797.58","806.61","806.61","794.20","","-1.36%"
"05/28/2018","808.58","809.98","813.61","807.28","","-0.28%"
"05/25/2018","810.84","811.08","814.63","808.02","","0.14%"
"05/24/2018","809.67","814.07","817.07","807.54","","-0.50%"
"05/23/2018","813.77","821.78","821.78","811.36","","-1.10%"
"05/22/2018","822.81","820.90","824.71","820.15","","0.30%"
"05/21/2018","820.36","818.20","821.46","818.20","","0.37%"
"05/18/2018","817.37","818.82","820.21","815.55","","-0.22%"
"05/17/2018","819.18","813.54","819.18","813.27","","0.69%"
"05/16/2018","813.54","812.61","814.37","810.65","","0.22%"
"05/15/2018","811.73","810.54","813.83","809.17","","0.05%"
"05/14/2018","811.33","811.46","811.95","808.41","","-0.04%"
"05/11/2018","811.67","810.77","812.01","809.90","","0.16%"
"05/10/2018","810.40","810.33","812.05","807.47","","-0.01%"
"05/09/2018","810.46","805.99","810.47","805.99","","0.64%"
"05/08/2018","805.34","804.03","805.34","801.48","","0.14%"
"05/07/2018","804.24","798.90","804.28","798.90","","0.71%"
"05/04/2018","798.59","794.30","798.59","794.23","","0.66%"
"05/03/2018","793.32","798.08","798.36","792.17","","-0.68%"
"05/02/2018","798.76","793.80","799.60","793.80","","0.65%"
"05/01/2018","793.64","794.43","795.25","793.32","","-0.07%"
"04/30/2018","794.23","791.16","794.80","791.04","","0.21%"
"04/27/2018","792.56","791.33","792.97","789.57","","0.26%"
"04/26/2018","790.48","782.79","790.57","781.64","","1.01%"
"04/25/2018","782.61","786.49","786.49","778.49","","-0.71%"
"04/24/2018","788.19","788.35","790.73","784.93","","0.00%"
"04/23/2018","788.18","785.34","788.45","782.84","","0.37%"
"04/20/2018","785.26","783.27","786.71","782.52","","-0.01%"
"04/19/2018","785.31","784.69","786.25","783.68","","0.07%"
"04/18/2018","784.76","781.84","785.08","781.54","","0.29%"
"04/17/2018","782.51","776.69","784.00","776.69","","0.82%"
"04/16/2018","776.17","778.75","779.91","774.76","","-0.32%"
"04/13/2018","778.67","778.60","782.03","776.98","","0.12%"
"04/12/2018","777.72","772.22","778.20","770.81","","0.73%"
"04/11/2018","772.12","775.51","775.75","770.34","","-0.58%"
"04/10/2018","776.65","772.73","776.76","772.73","","0.84%"
"04/09/2018","770.21","770.46","773.93","767.30","","0.13%"
"04/06/2018","769.22","769.12","772.08","767.31","","-0.26%"
"04/05/2018","771.26","757.41","771.39","757.41","","2.43%"
"04/04/2018","752.97","756.94","757.90","746.90","","-0.46%"
"04/03/2018","756.44","757.74","759.69","752.05","","-0.48%"
"03/29/2018","760.10","757.26","763.72","756.86","","0.46%"
"03/28/2018","756.62","751.13","756.62","743.25","","0.46%"
"03/27/2018","753.12","747.37","755.93","747.37","","1.22%"
"03/26/2018","744.03","749.92","754.11","741.69","","-0.72%"
"03/23/2018","749.40","753.52","753.70","743.73","","-0.88%"
"03/22/2018","756.04","765.59","766.16","751.88","","-1.51%"
"03/21/2018","767.64","769.06","769.74","765.04","","-0.16%"
"03/20/2018","768.86","765.86","769.71","763.79","","0.50%"
"03/19/2018","765.00","772.52","772.52","763.87","","-1.05%"
"03/16/2018","773.14","770.83","775.97","770.69","","0.25%"
"03/15/2018","771.18","767.68","772.53","766.45","","0.57%"
"03/14/2018","766.81","767.57","772.48","765.64","","-0.14%"
"03/13/2018","767.92","775.46","777.33","766.23","","-0.98%"
"03/12/2018","775.51","775.31","777.38","773.28","","0.25%"
"03/09/2018","773.56","769.92","774.87","769.19","","0.43%"
"03/08/2018","770.21","761.87","771.12","761.63","","1.08%"
"03/07/2018","762.00","757.93","763.33","754.77","","0.36%"
"03/06/2018","759.25","759.37","764.89","759.24","","0.18%"
"03/05/2018","757.85","749.53","758.46","748.40","","1.04%"
